# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.527656614780426 0.15862096846103668 0.2831001579761505 0.030622223392128944
Correct 0 0 0.5134373903274536 0.17888954281806946 0.2802709639072418 0.027402151376008987
Correct 0 0 0.5789368748664856 0.1514829844236374 0.24706123769283295 0.02251887507736683
Correct 0 0 0.49329298734664917 0.19658730924129486 0.27543261647224426 0.034687064588069916
Correct 0 0 0.5686347484588623 0.15313181281089783 0.25433191657066345 0.023901531472802162
Correct 0 0 0.5640053749084473 0.15414409339427948 0.25433751940727234 0.02751299738883972
Correct 0 0 0.5495867133140564 0.16253070533275604 0.26453450322151184 0.023348089307546616
Correct 0 0 0.5529006719589233 0.16634345054626465 0.2534935176372528 0.02726239152252674
Correct 0 0 0.5475274324417114 0.15947780013084412 0.26806214451789856 0.024932637810707092
Correct 0 0 0.5764138102531433 0.15928353369235992 0.24392014741897583 0.02038251794874668
Correct 0 0 0.5430836081504822 0.15466348826885223 0.27589985728263855 0.02635301649570465
Incorrect 0 2 0.2899942100048065 0.2522525191307068 0.38722240924835205 0.07053088396787643
Correct 0 0 0.5531322956085205 0.1576707512140274 0.2656117379665375 0.02358524315059185
Correct 0 0 0.4843604266643524 0.20172187685966492 0.28368476033210754 0.030232977122068405
Correct 0 0 0.5316252112388611 0.17823174595832825 0.26252469420433044 0.02761835791170597
Correct 0 0 0.5050569772720337 0.18465405702590942 0.2735782861709595 0.03671069070696831
Correct 0 0 0.5144336223602295 0.17581383883953094 0.28375861048698425 0.025993919000029564
Correct 0 0 0.5536805391311646 0.16668379306793213 0.2521746754646301 0.027461005374789238
Correct 0 0 0.4862612783908844 0.18702426552772522 0.2722603976726532 0.054454054683446884
Correct 0 0 0.39526107907295227 0.20308250188827515 0.33467429876327515 0.06698214262723923
Correct 0 0 0.5683599710464478 0.15732289850711823 0.2518945336341858 0.022422613576054573
Correct 0 0 0.5208520293235779 0.1729433536529541 0.2809184491634369 0.025286227464675903
Correct 0 0 0.5536621809005737 0.1577080637216568 0.2646450698375702 0.02398473210632801
Correct 0 0 0.5492781400680542 0.166825070977211 0.2579396367073059 0.02595718391239643
Correct 0 0 0.5640280246734619 0.1603550910949707 0.2542979121208191 0.02131897397339344
Correct 0 0 0.5272940993309021 0.17720851302146912 0.260465532541275 0.035031840205192566
Correct 0 0 0.5132526755332947 0.18230536580085754 0.2698526382446289 0.03458935394883156
Correct 0 0 0.5696226358413696 0.15301959216594696 0.2586524188518524 0.01870538294315338
Correct 0 0 0.5365967154502869 0.17250104248523712 0.2678508162498474 0.023051373660564423
Correct 0 0 0.5631066560745239 0.15596634149551392 0.2537230849266052 0.027203960344195366
