# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.2802172303199768 0.24978430569171906 0.27961382269859314 0.19038459658622742
Incorrect 0 2 0.27313029766082764 0.25805649161338806 0.2763206660747528 0.1924925297498703
Correct 0 0 0.28439366817474365 0.24642273783683777 0.2790406346321106 0.1901429146528244
Incorrect 0 2 0.2691410183906555 0.25648167729377747 0.27493879199028015 0.19943852722644806
Correct 0 0 0.28380659222602844 0.2501065135002136 0.2711286246776581 0.19495829939842224
Correct 0 0 0.2848174273967743 0.24074511229991913 0.2747049927711487 0.19973249733448029
Incorrect 0 2 0.2763782739639282 0.25271299481391907 0.27709731459617615 0.19381143152713776
Correct 0 0 0.2821563184261322 0.2547779679298401 0.268911749124527 0.19415394961833954
Correct 0 0 0.28366562724113464 0.2523833215236664 0.27361932396888733 0.19033169746398926
Correct 0 0 0.283380925655365 0.25337156653404236 0.2770201861858368 0.18622732162475586
Incorrect 0 2 0.2797670364379883 0.24095427989959717 0.280240535736084 0.19903820753097534
Incorrect 0 2 0.2367021143436432 0.258484423160553 0.2712023854255676 0.2336110770702362
Correct 0 0 0.2804145812988281 0.256510466337204 0.2756862938404083 0.18738865852355957
Correct 0 0 0.26958897709846497 0.2616659998893738 0.2694230377674103 0.19932204484939575
Incorrect 0 2 0.2719234228134155 0.25967928767204285 0.27286380529403687 0.19553346931934357
Incorrect 0 2 0.2692260444164276 0.25684207677841187 0.2706039845943451 0.20332790911197662
Incorrect 0 2 0.27209237217903137 0.2496713250875473 0.28478533029556274 0.1934509575366974
Incorrect 0 2 0.2721370756626129 0.2587165832519531 0.276338130235672 0.19280819594860077
Incorrect 0 2 0.26513099670410156 0.2533598840236664 0.26942458748817444 0.21208456158638
Incorrect 0 2 0.25101369619369507 0.23550815880298615 0.28516367077827454 0.22831453382968903
Correct 0 0 0.2809571623802185 0.2501935064792633 0.27622634172439575 0.19262298941612244
Correct 0 0 0.27743464708328247 0.25545188784599304 0.2750929594039917 0.1920204907655716
Incorrect 0 2 0.276558518409729 0.24650532007217407 0.2829154133796692 0.19402074813842773
Correct 0 0 0.2796216607093811 0.2505560517311096 0.27294930815696716 0.19687294960021973
Incorrect 0 2 0.2787160873413086 0.2596752345561981 0.28011614084243774 0.18149253726005554
Correct 0 0 0.2706837058067322 0.24631361663341522 0.26983901858329773 0.21316365897655487
Correct 0 0 0.2748737037181854 0.2570594251155853 0.2693798840045929 0.19868698716163635
Incorrect 0 2 0.2777867615222931 0.2558584213256836 0.2793334126472473 0.1870213747024536
Correct 0 0 0.2793651819229126 0.2566099166870117 0.2746117413043976 0.18941320478916168
Correct 0 0 0.2798164486885071 0.25019583106040955 0.27697503566741943 0.19301271438598633
