# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.527980387210846 0.18032652139663696 0.2847682237625122 0.006924862042069435
Correct 0 0 0.5103687644004822 0.2031288743019104 0.2796247601509094 0.006877613253891468
Correct 0 0 0.6141453981399536 0.1504182666540146 0.23077215254306793 0.004664204549044371
Correct 0 0 0.47672799229621887 0.23482906818389893 0.2792437970638275 0.009199133142828941
Correct 0 0 0.5841976404190063 0.16170769929885864 0.24882331490516663 0.005271367263048887
Correct 0 0 0.5896016955375671 0.15762914717197418 0.24679520726203918 0.005973877385258675
Correct 0 0 0.5683692097663879 0.17429319024085999 0.251969575881958 0.005367941223084927
Correct 0 0 0.5646118521690369 0.17913880944252014 0.2501910924911499 0.006058244034647942
Correct 0 0 0.5432960987091064 0.18376471102237701 0.2669147253036499 0.006024531088769436
Correct 0 0 0.6126019954681396 0.16372090578079224 0.21957294642925262 0.004104074090719223
Correct 0 0 0.5669384002685547 0.15964923799037933 0.2675569951534271 0.005855282302945852
Incorrect 0 2 0.209711953997612 0.3320441246032715 0.44158148765563965 0.01666244864463806
Correct 0 0 0.5681811571121216 0.16564446687698364 0.2611253261566162 0.005049022380262613
Correct 0 0 0.48572126030921936 0.23025216162204742 0.2765061557292938 0.007520508021116257
Correct 0 0 0.5093894004821777 0.21362105011940002 0.2696347236633301 0.0073548899963498116
Correct 0 0 0.4896668493747711 0.21739721298217773 0.2848764657974243 0.008059517480432987
Correct 0 0 0.5083151459693909 0.20734861493110657 0.27800706028938293 0.006329194642603397
Correct 0 0 0.5625540018081665 0.18916934728622437 0.2413502037525177 0.006926464382559061
Correct 0 0 0.4659174680709839 0.2228599637746811 0.2961493730545044 0.015073217451572418
Correct 0 0 0.36802348494529724 0.25831013917922974 0.3548453748226166 0.018821006640791893
Correct 0 0 0.5759751200675964 0.17352358996868134 0.2455088049173355 0.0049924179911613464
Correct 0 0 0.5354026556015015 0.17997540533542633 0.2787478268146515 0.00587411830201745
Correct 0 0 0.5732245445251465 0.1649247109889984 0.2561490833759308 0.005701625719666481
Correct 0 0 0.5749636292457581 0.17593014240264893 0.24293601512908936 0.006170235574245453
Correct 0 0 0.5732688903808594 0.1763559877872467 0.245365709066391 0.005009432788938284
Correct 0 0 0.5484377145767212 0.18330425024032593 0.26039063930511475 0.007867403328418732
Correct 0 0 0.48832055926322937 0.223580464720726 0.2800951898097992 0.008003748022019863
Correct 0 0 0.6069518327713013 0.15469229221343994 0.2345634400844574 0.00379241444170475
Correct 0 0 0.5531411170959473 0.19540633261203766 0.24610616266727448 0.005346385296434164
Correct 0 0 0.5813130140304565 0.16510795056819916 0.24735896289348602 0.006220121402293444
Correct 0 0 0.5468243956565857 0.17315594851970673 0.27387380599975586 0.006145873107016087
Correct 0 0 0.5806219577789307 0.17240090668201447 0.2417924851179123 0.005184652283787727
Incorrect 0 2 0.23364202678203583 0.36786505579948425 0.36963319778442383 0.028859803453087807
Correct 0 0 0.48756712675094604 0.20422795414924622 0.30121615529060364 0.006988776847720146
Correct 0 0 0.5913055539131165 0.15904594957828522 0.24420933425426483 0.005439131986349821
Correct 0 0 0.6095988154411316 0.15675561130046844 0.2288491129875183 0.0047964369878172874
Incorrect 0 1 0.17051391303539276 0.38939329981803894 0.3865269720554352 0.05356580391526222
Correct 0 0 0.4480960965156555 0.24880270659923553 0.2906767725944519 0.012424377724528313
Correct 0 0 0.3549613952636719 0.30317530035972595 0.32890504598617554 0.012958334758877754
Correct 0 0 0.5538010597229004 0.1978757083415985 0.2424340695142746 0.005889157298952341
Correct 0 0 0.5464822053909302 0.1631457656621933 0.2842751145362854 0.006096972152590752
Correct 0 0 0.5288997292518616 0.19580018520355225 0.2670457661151886 0.008254291489720345
Correct 0 0 0.5581977367401123 0.18262037634849548 0.2530894875526428 0.006092457566410303
Correct 0 0 0.6244856119155884 0.1545162796974182 0.21615414321422577 0.004843934439122677
Correct 0 0 0.4858678877353668 0.2010815292596817 0.30511364340782166 0.007936970330774784
