# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.5384372472763062 0.18531197309494019 0.25864309072494507 0.017607754096388817
Correct 0 0 0.5194106101989746 0.20388783514499664 0.25900086760520935 0.017700688913464546
Correct 0 0 0.5897864103317261 0.17023105919361115 0.2259960174560547 0.013986475765705109
Correct 0 0 0.4942360520362854 0.22630569338798523 0.2570297122001648 0.02242852747440338
Correct 0 0 0.579236626625061 0.17000433802604675 0.2355259209871292 0.015233173966407776
Correct 0 0 0.5715694427490234 0.17278674244880676 0.2389107644557953 0.016733065247535706
Correct 0 0 0.5608030557632446 0.1815367043018341 0.24233175814151764 0.015328469686210155
Correct 0 0 0.5587692260742188 0.1856861114501953 0.23834069073200226 0.017203934490680695
Correct 0 0 0.5577219128608704 0.1789102703332901 0.2471972107887268 0.016170617192983627
Correct 0 0 0.5832109451293945 0.1812347024679184 0.22269266843795776 0.012861671857535839
Correct 0 0 0.5526456832885742 0.17434574663639069 0.2569268047809601 0.016081752255558968
Incorrect 0 2 0.28293395042419434 0.3109450042247772 0.3677043616771698 0.03841665759682655
Correct 0 0 0.567793607711792 0.17540453374385834 0.24196308851242065 0.014838793314993382
Correct 0 0 0.48835206031799316 0.22945183515548706 0.2622809112071991 0.019915234297513962
Correct 0 0 0.5369905233383179 0.20115937292575836 0.24414768815040588 0.017702436074614525
Correct 0 0 0.5063100457191467 0.2171383500099182 0.25455352663993835 0.02199806086719036
Correct 0 0 0.5163269639015198 0.20542071759700775 0.26189714670181274 0.016355132684111595
Correct 0 0 0.5614805221557617 0.1888788789510727 0.2315102070569992 0.018130406737327576
Correct 0 0 0.49308478832244873 0.21697033941745758 0.25685980916023254 0.033085066825151443
Correct 0 0 0.39678120613098145 0.2510126829147339 0.31312263011932373 0.03908348083496094
Correct 0 0 0.5721989274024963 0.17744337022304535 0.23601417243480682 0.014343581162393093
Correct 0 0 0.5329880118370056 0.1912231594324112 0.2595416009426117 0.016247276216745377
Correct 0 0 0.5607796907424927 0.17820584774017334 0.2452922761440277 0.015722131356596947
Correct 0 0 0.5623804926872253 0.18501412868499756 0.23602908849716187 0.016576284542679787
Correct 0 0 0.5722491145133972 0.18062947690486908 0.23315033316612244 0.01397106982767582
Correct 0 0 0.5343093276023865 0.19822873175144196 0.24704194068908691 0.02042003907263279
Correct 0 0 0.5163034796714783 0.213288351893425 0.24933113157749176 0.02107703685760498
Correct 0 0 0.5780353546142578 0.172460675239563 0.2373681664466858 0.012135794386267662
Correct 0 0 0.5447632074356079 0.19593915343284607 0.24403312802314758 0.015264476649463177
Correct 0 0 0.5744855403900146 0.17512615025043488 0.2325602024793625 0.017828064039349556
Correct 0 0 0.5471334457397461 0.17950163781642914 0.2567240595817566 0.01664084941148758
Correct 0 0 0.582495391368866 0.1719413846731186 0.23126888275146484 0.014294330962002277
Incorrect 0 1 0.28062668442726135 0.3331387937068939 0.3305499851703644 0.05568454787135124
Correct 0 0 0.4896279275417328 0.21066561341285706 0.28085002303123474 0.018856460228562355
Correct 0 0 0.5778648257255554 0.16810740530490875 0.23863886296749115 0.015388883650302887
Correct 0 0 0.5964483618736267 0.16836123168468475 0.22134864330291748 0.013841760344803333
Incorrect 0 1 0.2192351371049881 0.3524828553199768 0.3340931832790375 0.09418883174657822
Correct 0 0 0.46939748525619507 0.23760148882865906 0.2639368772506714 0.0290641188621521
Correct 0 0 0.4082772135734558 0.2746374011039734 0.28674212098121643 0.03034326434135437
Correct 0 0 0.5542014241218567 0.19836609065532684 0.2309652715921402 0.016467232257127762
Correct 0 0 0.5405257940292358 0.17601454257965088 0.26658788323402405 0.0168717410415411
Correct 0 0 0.526762068271637 0.19788457453250885 0.2547008991241455 0.020652446895837784
Correct 0 0 0.5641586184501648 0.18497459590435028 0.23457689583301544 0.01628989912569523
Correct 0 0 0.580634593963623 0.17642435431480408 0.22774846851825714 0.015192597173154354
Correct 0 0 0.4974643588066101 0.1985265165567398 0.2842946946620941 0.019714487716555595
Correct 0 0 0.5399356484413147 0.20246420800685883 0.2409125566482544 0.016687603667378426
Correct 0 0 0.5395580530166626 0.20144926011562347 0.23784944415092468 0.02114327810704708
Correct 0 0 0.5363072752952576 0.19694775342941284 0.24824638664722443 0.0184986162930727
Correct 0 0 0.5944104790687561 0.16438883543014526 0.2280057668685913 0.013194942846894264
Correct 0 0 0.5803461074829102 0.1739821434020996 0.23025892674922943 0.015412786975502968
Correct 0 0 0.5260817408561707 0.19619213044643402 0.26121100783348083 0.016515154391527176
Correct 0 0 0.4856107532978058 0.2373550534248352 0.2533583641052246 0.023675834760069847
Correct 0 0 0.44816145300865173 0.24760781228542328 0.27581658959388733 0.028414130210876465
Incorrect 0 1 0.15819106996059418 0.47003477811813354 0.3081808388233185 0.063593290746212
Correct 0 0 0.54378342628479 0.19624434411525726 0.24469953775405884 0.0152727160602808
Correct 0 0 0.4102364778518677 0.26444223523139954 0.2910346984863281 0.03428661823272705
Correct 0 0 0.5884101986885071 0.16791297495365143 0.2302398830652237 0.013436935842037201
Correct 0 0 0.5936715602874756 0.15727001428604126 0.2347736954689026 0.014284709468483925
Correct 0 0 0.5469920039176941 0.17974752187728882 0.2555381655693054 0.01772228628396988
Correct 0 0 0.34527158737182617 0.30782949924468994 0.3051702380180359 0.04172864556312561
Incorrect 0 2 0.23920904099941254 0.33084848523139954 0.3609326183795929 0.06900984048843384
Correct 0 0 0.5430293679237366 0.19667671620845795 0.2471788078546524 0.013115094043314457
Correct 0 0 0.4492591917514801 0.23812119662761688 0.2848709225654602 0.027748674154281616
Correct 0 0 0.5844146013259888 0.1810341626405716 0.2200467437505722 0.014504500664770603
