# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Incorrect 0 2 0.2392999678850174 0.2565390169620514 0.265189528465271 0.2389715164899826
Incorrect 0 2 0.23796147108078003 0.2585969567298889 0.264634370803833 0.23880720138549805
Incorrect 0 2 0.23890869319438934 0.2561735510826111 0.2664605975151062 0.23845712840557098
Incorrect 0 2 0.23774565756320953 0.25696656107902527 0.2663794755935669 0.2389083057641983
Incorrect 0 2 0.23853802680969238 0.255638062953949 0.265142560005188 0.24068138003349304
Incorrect 0 2 0.23783309757709503 0.25269395112991333 0.2681683599948883 0.24130462110042572
Incorrect 0 2 0.2372162938117981 0.2577129602432251 0.2654847502708435 0.2395859658718109
Incorrect 0 2 0.23873387277126312 0.25708332657814026 0.26463520526885986 0.23954764008522034
Incorrect 0 2 0.24010956287384033 0.2556004524230957 0.2651135325431824 0.2391764521598816
Incorrect 0 2 0.2398509979248047 0.2574883997440338 0.2658669054508209 0.23679369688034058
Incorrect 0 2 0.23830674588680267 0.2531122863292694 0.2663176953792572 0.24226327240467072
Incorrect 0 2 0.23796457052230835 0.24909564852714539 0.26545974612236023 0.24748001992702484
Incorrect 0 2 0.2386355698108673 0.2580578029155731 0.26706773042678833 0.23623891174793243
Incorrect 0 2 0.23900878429412842 0.2581886649131775 0.262329638004303 0.2404729425907135
Incorrect 0 2 0.23602603375911713 0.25809532403945923 0.26629045605659485 0.23958820104599
Incorrect 0 2 0.23903757333755493 0.254614919424057 0.2647525668144226 0.24159495532512665
Incorrect 0 2 0.23938049376010895 0.25714418292045593 0.2670239508152008 0.23645135760307312
Incorrect 0 2 0.23624387383460999 0.25925886631011963 0.26677852869033813 0.23771871626377106
Incorrect 0 2 0.23638877272605896 0.2570117712020874 0.26610928773880005 0.24049018323421478
Incorrect 0 2 0.23797254264354706 0.25198525190353394 0.2666744887828827 0.24336771667003632
Incorrect 0 2 0.23837584257125854 0.2559683918952942 0.26788315176963806 0.2377726435661316
Incorrect 0 2 0.23825207352638245 0.2573133707046509 0.2640903890132904 0.24034419655799866
Incorrect 0 2 0.23817026615142822 0.255517840385437 0.2673940658569336 0.23891779780387878
Incorrect 0 2 0.23963408172130585 0.2566708028316498 0.265175461769104 0.23851966857910156
Incorrect 0 2 0.23860806226730347 0.2581180930137634 0.2669346332550049 0.23633922636508942
Incorrect 0 2 0.23691312968730927 0.25372257828712463 0.26465603709220886 0.24470824003219604
Incorrect 0 2 0.24016830325126648 0.2556525766849518 0.2637198865413666 0.24045926332473755
Incorrect 0 2 0.23807969689369202 0.258637398481369 0.2646050453186035 0.23867785930633545
Incorrect 0 2 0.23867888748645782 0.25740882754325867 0.26602789759635925 0.23788437247276306
Incorrect 0 2 0.23798620700836182 0.2552461624145508 0.2670207917690277 0.2397467941045761
Incorrect 0 2 0.23827224969863892 0.2552186846733093 0.2672528028488159 0.23925629258155823
Incorrect 0 2 0.23851816356182098 0.2561963200569153 0.2669408619403839 0.23834466934204102
Incorrect 0 2 0.2338489145040512 0.2516098916530609 0.2649679481983185 0.2495732307434082
Incorrect 0 2 0.23700647056102753 0.25526005029678345 0.26661962270736694 0.2411138117313385
Incorrect 0 2 0.23748447000980377 0.2564866244792938 0.26741355657577515 0.23861539363861084
Incorrect 0 2 0.23889580368995667 0.25646108388900757 0.2652720808982849 0.23937103152275085
Incorrect 0 2 0.2322797030210495 0.24990130960941315 0.2611894905567169 0.25662946701049805
Incorrect 0 2 0.2406739592552185 0.25669655203819275 0.263119637966156 0.23950985074043274
Incorrect 0 2 0.23824340105056763 0.25486093759536743 0.2653886079788208 0.24150705337524414
Incorrect 0 2 0.23729269206523895 0.25872597098350525 0.2665184736251831 0.2374628484249115
Incorrect 0 2 0.23943963646888733 0.25366705656051636 0.26580721139907837 0.24108602106571198
Incorrect 0 2 0.23761139810085297 0.2572435438632965 0.26603925228118896 0.23910576105117798
Incorrect 0 2 0.23978598415851593 0.2564718425273895 0.2653554081916809 0.23838673532009125
Incorrect 0 2 0.23640641570091248 0.2581799626350403 0.2672349810600281 0.23817864060401917
Incorrect 0 2 0.23510676622390747 0.25853610038757324 0.26665008068084717 0.23970705270767212
Incorrect 0 2 0.238825723528862 0.2582792043685913 0.26498523354530334 0.23790979385375977
Incorrect 0 2 0.24088259041309357 0.2562469244003296 0.26462551951408386 0.23824499547481537
Incorrect 0 2 0.2366584986448288 0.2568587362766266 0.2668253779411316 0.23965735733509064
Incorrect 0 2 0.23679012060165405 0.2568686902523041 0.2648193836212158 0.24152180552482605
Incorrect 0 2 0.23720292747020721 0.25658050179481506 0.26611945033073425 0.24009718000888824
Incorrect 0 2 0.23832179605960846 0.25617673993110657 0.26553091406822205 0.23997050523757935
Incorrect 0 2 0.23937730491161346 0.2565946877002716 0.2628662884235382 0.2411617636680603
Incorrect 0 2 0.23600329458713531 0.25594839453697205 0.2666623890399933 0.24138592183589935
Incorrect 0 2 0.2378583699464798 0.2511717677116394 0.2569642961025238 0.2540055811405182
Incorrect 0 2 0.23930935561656952 0.25615614652633667 0.2643425166606903 0.24019193649291992
Incorrect 0 2 0.2386113703250885 0.25193578004837036 0.2674961984157562 0.24195663630962372
Incorrect 0 2 0.2393340766429901 0.25578418374061584 0.26665470004081726 0.23822703957557678
Incorrect 0 2 0.23827853798866272 0.25293654203414917 0.26827529072761536 0.24050958454608917
Incorrect 0 2 0.2369811087846756 0.2557190954685211 0.2673298716545105 0.23996992409229279
Incorrect 0 2 0.2341589629650116 0.2540227174758911 0.26421064138412476 0.24760769307613373
Incorrect 0 2 0.23766842484474182 0.24737820029258728 0.26295948028564453 0.25199395418167114
Incorrect 0 2 0.23782670497894287 0.26015612483024597 0.26477667689323425 0.23724043369293213
Incorrect 0 2 0.23433132469654083 0.25282302498817444 0.26751601696014404 0.24532966315746307
Incorrect 0 2 0.23869557678699493 0.2575884759426117 0.2657167613506317 0.23799918591976166
Incorrect 0 2 0.237698495388031 0.2599104046821594 0.26462650299072266 0.2377646416425705
Incorrect 0 3 0.23139287531375885 0.25292620062828064 0.2557941675186157 0.2598867416381836
Incorrect 0 2 0.2366415411233902 0.2578439712524414 0.26693201065063477 0.23858243227005005
Incorrect 0 2 0.23958691954612732 0.25684529542922974 0.26576918363571167 0.2377985715866089
Incorrect 0 2 0.2387099713087082 0.2545626163482666 0.2603287696838379 0.2463986724615097
Incorrect 0 2 0.23915114998817444 0.2579250633716583 0.26356786489486694 0.2393559217453003
Incorrect 0 2 0.23851484060287476 0.2583141624927521 0.26266175508499146 0.2405092567205429
Incorrect 0 2 0.23838944733142853 0.25731170177459717 0.2656472623348236 0.23865154385566711
Incorrect 0 2 0.237330824136734 0.254547119140625 0.26892974972724915 0.23919229209423065
Incorrect 0 2 0.23598122596740723 0.25860604643821716 0.2659958004951477 0.2394169121980667
Incorrect 0 2 0.23743565380573273 0.2576507329940796 0.26572516560554504 0.23918840289115906
Incorrect 0 2 0.2411785125732422 0.25733307003974915 0.26434528827667236 0.2371431440114975
Incorrect 0 2 0.23852866888046265 0.25590476393699646 0.2639659345149994 0.2416006624698639
Incorrect 0 2 0.23920436203479767 0.25736141204833984 0.2664850652217865 0.23694919049739838
Incorrect 0 2 0.23981069028377533 0.2524428367614746 0.26818859577178955 0.2395578771829605
Incorrect 0 2 0.23816987872123718 0.25827986001968384 0.26411551237106323 0.23943471908569336
Incorrect 0 2 0.23811174929141998 0.25900357961654663 0.2666124105453491 0.23627229034900665
Incorrect 0 2 0.2350977063179016 0.255436509847641 0.2679837942123413 0.2414819449186325
Incorrect 0 1 0.23426760733127594 0.2648392915725708 0.26339513063430786 0.2374979555606842
Incorrect 0 2 0.2388845682144165 0.25539302825927734 0.2660987973213196 0.23962360620498657
Incorrect 0 2 0.2369203418493271 0.2553365230560303 0.26831352710723877 0.23942962288856506
Incorrect 0 2 0.23818355798721313 0.2575221061706543 0.2660380005836487 0.2382563203573227
Incorrect 0 2 0.2395401895046234 0.25517672300338745 0.26604610681533813 0.2392369657754898
Incorrect 0 2 0.23751668632030487 0.2577385902404785 0.26549068093299866 0.23925407230854034
Incorrect 0 2 0.23602457344532013 0.2583308815956116 0.2650894820690155 0.24055500328540802
Incorrect 0 2 0.2377496361732483 0.2589567005634308 0.2658821940422058 0.23741142451763153
Incorrect 0 2 0.23637335002422333 0.2576582133769989 0.2669709026813507 0.23899756371974945
Incorrect 0 1 0.22611220180988312 0.26720568537712097 0.2574228346347809 0.24925927817821503
Incorrect 0 2 0.23717840015888214 0.25616905093193054 0.2647242546081543 0.24192824959754944
Incorrect 0 2 0.2375960350036621 0.2565785050392151 0.2658435106277466 0.23998194932937622
Incorrect 0 2 0.23781223595142365 0.2575274705886841 0.2662743031978607 0.23838596045970917
Incorrect 0 2 0.240080788731575 0.25522613525390625 0.26554903388023376 0.23914404213428497
Incorrect 0 2 0.23981407284736633 0.25660914182662964 0.2661116123199463 0.23746517300605774
Incorrect 0 2 0.23776301741600037 0.2572375237941742 0.26681384444236755 0.23818561434745789
Incorrect 0 2 0.23700571060180664 0.25897666811943054 0.26379233598709106 0.24022530019283295
Incorrect 0 2 0.23859760165214539 0.2563387155532837 0.26468709111213684 0.24037662148475647
Incorrect 0 2 0.2387465238571167 0.2557961046695709 0.26466724276542664 0.24079008400440216
Incorrect 0 2 0.23867866396903992 0.25430139899253845 0.26310813426971436 0.24391178786754608
Incorrect 0 2 0.23692741990089417 0.25713491439819336 0.2676408886909485 0.238296777009964
Incorrect 0 2 0.2395610809326172 0.2560935616493225 0.26600098609924316 0.23834435641765594
Incorrect 0 2 0.23606310784816742 0.25575897097587585 0.26698583364486694 0.24119211733341217
Incorrect 0 2 0.23600710928440094 0.25528082251548767 0.26597753167152405 0.24273453652858734
Incorrect 0 2 0.23733484745025635 0.2566307783126831 0.26711076498031616 0.23892363905906677
Incorrect 0 2 0.23602908849716187 0.2570793032646179 0.2674303352832794 0.23946131765842438
Incorrect 0 2 0.2405669242143631 0.2542441785335541 0.26446276903152466 0.24072615802288055
Incorrect 0 2 0.24202750623226166 0.2548963725566864 0.26229000091552734 0.2407861053943634
Incorrect 0 2 0.23810048401355743 0.2566566467285156 0.26380255818367004 0.24144034087657928
Incorrect 0 2 0.23984409868717194 0.25862282514572144 0.26441720128059387 0.23711591958999634
Incorrect 0 2 0.23804067075252533 0.25669145584106445 0.2673451006412506 0.2379227727651596
Incorrect 0 2 0.2371630072593689 0.25128674507141113 0.2617751955986023 0.24977505207061768
Incorrect 0 2 0.23922984302043915 0.25671595335006714 0.26523450016975403 0.23881973326206207
Incorrect 0 2 0.23906487226486206 0.2559283971786499 0.26730048656463623 0.237706258893013
Incorrect 0 2 0.2401839643716812 0.25693362951278687 0.265164852142334 0.23771753907203674
Incorrect 0 2 0.238907128572464 0.25544220209121704 0.2654449939727783 0.24020567536354065
Incorrect 0 2 0.23831644654273987 0.2582421898841858 0.26627692580223083 0.2371644377708435
Incorrect 0 2 0.2368452399969101 0.2582269608974457 0.2666419744491577 0.23828580975532532
Incorrect 0 2 0.24077162146568298 0.25152912735939026 0.2612939476966858 0.24640531837940216
