# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.46196413040161133 0.21213184297084808 0.3081545829772949 0.017749473452568054
Correct 0 0 0.44750499725341797 0.23374463617801666 0.30172380805015564 0.01702655479311943
Correct 0 0 0.5248504281044006 0.19373559951782227 0.2682851254940033 0.013128846883773804
Correct 0 0 0.4222404956817627 0.2594265341758728 0.2961644232273102 0.02216855250298977
Correct 0 0 0.5148884057998657 0.19558286666870117 0.2753293812274933 0.014199306257069111
Correct 0 0 0.5019663572311401 0.20027944445610046 0.28142496943473816 0.016329171136021614
Correct 0 0 0.4979534149169922 0.2057386338710785 0.28209632635116577 0.014211613684892654
Correct 0 0 0.48509761691093445 0.2181943655014038 0.2800130546092987 0.016694938763976097
Correct 0 0 0.4938334822654724 0.20375369489192963 0.28756803274154663 0.014844752848148346
Correct 0 0 0.5192559957504272 0.2094811052083969 0.2592325508594513 0.01203033048659563
Correct 0 0 0.48196059465408325 0.19919228553771973 0.3034075200557709 0.015439609996974468
Incorrect 0 2 0.21378131210803986 0.3370298445224762 0.4123344421386719 0.03685440868139267
Correct 0 0 0.5026663541793823 0.19801777601242065 0.28570273518562317 0.013613181188702583
Correct 0 0 0.4223026931285858 0.26129236817359924 0.297227680683136 0.019177237525582314
Correct 0 0 0.46532079577445984 0.2325810194015503 0.2848301827907562 0.017267920076847076
Correct 0 0 0.43109798431396484 0.2493310123682022 0.29886195063591003 0.020709039643406868
Correct 0 0 0.4409749507904053 0.23627515137195587 0.30695778131484985 0.015792107209563255
Correct 0 0 0.4968169927597046 0.21752391755580902 0.2685210704803467 0.017137929797172546
Correct 0 0 0.4128499925136566 0.24923373758792877 0.30386579036712646 0.034050554037094116
Incorrect 0 2 0.3134500980377197 0.27946141362190247 0.3661450147628784 0.04094354063272476
Correct 0 0 0.5012261867523193 0.20544549822807312 0.28011325001716614 0.013215037062764168
Correct 0 0 0.46825575828552246 0.21560288965702057 0.3010728657245636 0.015068487264215946
Correct 0 0 0.4946241080760956 0.20310287177562714 0.2874457836151123 0.014827270992100239
Correct 0 0 0.49990275502204895 0.21005208790302277 0.2743281424045563 0.015717068687081337
Correct 0 0 0.5020520687103271 0.20986278355121613 0.27482685446739197 0.013258264400064945
Correct 0 0 0.46007639169692993 0.22877459228038788 0.29092082381248474 0.02022816427052021
Correct 0 0 0.43966686725616455 0.24672967195510864 0.29340943694114685 0.020194077864289284
Correct 0 0 0.5128043293952942 0.19834384322166443 0.2775835394859314 0.011268283240497112
Correct 0 0 0.47809460759162903 0.22593992948532104 0.2817177176475525 0.014247706159949303
Correct 0 0 0.5078889727592468 0.20095017552375793 0.27438515424728394 0.016775712370872498
Correct 0 0 0.4857611358165741 0.20182478427886963 0.29703930020332336 0.015374784357845783
Correct 0 0 0.5159067511558533 0.19763021171092987 0.2728787362575531 0.013584270142018795
Incorrect 0 2 0.20542068779468536 0.3606140613555908 0.37545010447502136 0.05851518362760544
Correct 0 0 0.41094210743904114 0.24156999588012695 0.32975760102272034 0.017730236053466797
Correct 0 0 0.5102313756942749 0.1938081979751587 0.2814776301383972 0.014482786878943443
Correct 0 0 0.5359806418418884 0.19327320158481598 0.25767961144447327 0.01306658610701561
Incorrect 0 2 0.15428592264652252 0.366992712020874 0.378854900598526 0.09986644983291626
Correct 0 0 0.3954615890979767 0.26755261421203613 0.30739155411720276 0.029594210907816887
Correct 0 0 0.3437734842300415 0.30509117245674133 0.3222680389881134 0.028867246583104134
Correct 0 0 0.4873906970024109 0.229023739695549 0.26824861764907837 0.015336994081735611
Correct 0 0 0.4608098864555359 0.20570318400859833 0.3171275556087494 0.016359370201826096
Correct 0 0 0.45350441336631775 0.22523432970046997 0.30064791440963745 0.02061336487531662
Correct 0 0 0.4982384145259857 0.21066924929618835 0.27553635835647583 0.015555932186543941
Correct 0 0 0.5272302627563477 0.19659267365932465 0.26217588782310486 0.014001167379319668
Correct 0 0 0.431410014629364 0.22523771226406097 0.32453837990760803 0.01881386712193489
Correct 0 0 0.4689323604106903 0.23623226583003998 0.27824118733406067 0.016594212502241135
Correct 0 0 0.4726507365703583 0.22973915934562683 0.2767186164855957 0.020891467109322548
Correct 0 0 0.4677746891975403 0.22493520379066467 0.2900216579437256 0.017268449068069458
Correct 0 0 0.5282029509544373 0.19041922688484192 0.2690669298171997 0.012310936115682125
Correct 0 0 0.5125507116317749 0.20220023393630981 0.2709885239601135 0.01426053699105978
Correct 0 0 0.4481601119041443 0.22869333624839783 0.30728721618652344 0.015859292820096016
Correct 0 0 0.41259095072746277 0.27323734760284424 0.2910349369049072 0.023136699572205544
