# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.3629609942436218 0.2252120077610016 0.2840603291988373 0.1277666687965393
Correct 0 0 0.35447561740875244 0.2494177222251892 0.28100189566612244 0.1151047796010971
Correct 0 0 0.3945096731185913 0.22817464172840118 0.2678563892841339 0.109459288418293
Correct 0 0 0.34429067373275757 0.2514192461967468 0.273892879486084 0.13039715588092804
Correct 0 0 0.3878418505191803 0.2293521761894226 0.2702382504940033 0.1125677227973938
Correct 0 0 0.38652297854423523 0.21698425710201263 0.27204057574272156 0.12445220351219177
Correct 0 0 0.37918001413345337 0.2325330525636673 0.2828955054283142 0.10539139062166214
Correct 0 0 0.3802024722099304 0.23473258316516876 0.26488226652145386 0.12018260359764099
Correct 0 0 0.38303342461586 0.23194444179534912 0.28302574157714844 0.10199642926454544
Correct 0 0 0.3960440754890442 0.23603986203670502 0.2668766975402832 0.10103937983512878
Correct 0 0 0.3660098612308502 0.22451254725456238 0.2878284752368927 0.1216491311788559
Incorrect 0 2 0.22477519512176514 0.2899637222290039 0.2956489622592926 0.18961213529109955
Correct 0 0 0.3829389214515686 0.23511743545532227 0.2760578691959381 0.10588580369949341
Correct 0 0 0.33893781900405884 0.2633146345615387 0.27524882555007935 0.12249868363142014
Correct 0 0 0.3652594983577728 0.24751195311546326 0.2727973163127899 0.11443129926919937
Correct 0 0 0.3395747244358063 0.2542795240879059 0.2693757712841034 0.13676995038986206
Correct 0 0 0.3583577871322632 0.23448632657527924 0.28592655062675476 0.12122934311628342
Correct 0 0 0.37144577503204346 0.2416234314441681 0.272292822599411 0.11463800817728043
Correct 0 0 0.32162049412727356 0.24551980197429657 0.2651602625846863 0.1676994413137436
Incorrect 0 2 0.2685962915420532 0.22344321012496948 0.2908279299736023 0.217132568359375
Correct 0 0 0.3858291208744049 0.22965741157531738 0.2769533395767212 0.10756010562181473
Correct 0 0 0.36188510060310364 0.2405756413936615 0.28541409969329834 0.11212515085935593
Correct 0 0 0.373596727848053 0.2309565246105194 0.2826322615146637 0.1128145083785057
Correct 0 0 0.37981852889060974 0.23512503504753113 0.27128466963768005 0.11377180367708206
Correct 0 0 0.38773414492607117 0.2381405234336853 0.2750767469406128 0.09904854744672775
Correct 0 0 0.3499213457107544 0.24093736708164215 0.26478198170661926 0.144359290599823
Correct 0 0 0.3527846038341522 0.25419536232948303 0.26434895396232605 0.1286710649728775
Correct 0 0 0.3958337903022766 0.230722576379776 0.27708834409713745 0.09635525941848755
Correct 0 0 0.37358003854751587 0.2450135052204132 0.280765175819397 0.10064128786325455
Correct 0 0 0.3874299228191376 0.22734282910823822 0.2684996426105499 0.11672753840684891
Correct 0 0 0.3768133521080017 0.23038479685783386 0.28677862882614136 0.1060231626033783
Correct 0 0 0.3896212875843048 0.23084761202335358 0.2735350728034973 0.10599598288536072
Incorrect 0 2 0.20717912912368774 0.23309029638767242 0.29159992933273315 0.2681306302547455
Correct 0 0 0.3267677426338196 0.24862058460712433 0.293068528175354 0.1315431147813797
Correct 0 0 0.3871335983276367 0.22268450260162354 0.27927833795547485 0.1109035387635231
Correct 0 0 0.3995116353034973 0.22892846167087555 0.26378923654556274 0.10777068138122559
Incorrect 0 3 0.1776135414838791 0.21282552182674408 0.2682459056377411 0.34131503105163574
Correct 0 0 0.3245130479335785 0.23356541991233826 0.2697077691555023 0.17221380770206451
Correct 0 0 0.29828760027885437 0.2827526032924652 0.27733251452445984 0.1416272521018982
Correct 0 0 0.3656221032142639 0.2540641725063324 0.2664757966995239 0.11383793503046036
Correct 0 0 0.3648325800895691 0.21946501731872559 0.2875726521015167 0.1281297355890274
Correct 0 0 0.347172349691391 0.22730615735054016 0.28497597575187683 0.14054551720619202
Correct 0 0 0.3847573697566986 0.2297992706298828 0.27235057950019836 0.11309277266263962
Correct 0 0 0.37765583395957947 0.22948674857616425 0.28098800778388977 0.1118694543838501
Correct 0 0 0.3524465262889862 0.23782552778720856 0.29343652725219727 0.11629138141870499
Correct 0 0 0.3669144809246063 0.24429012835025787 0.27200746536254883 0.11678794026374817
Correct 0 0 0.3680900037288666 0.23315688967704773 0.26331615447998047 0.13543701171875
Correct 0 0 0.35002657771110535 0.25029510259628296 0.2801162898540497 0.11956203728914261
Correct 0 0 0.395404189825058 0.22197498381137848 0.2733544111251831 0.10926645249128342
Correct 0 0 0.38323795795440674 0.23332643508911133 0.27291497588157654 0.11052059382200241
