# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.4793633222579956 0.16946999728679657 0.3404383957386017 0.010728253051638603
Correct 0 0 0.46773216128349304 0.1900768131017685 0.33164000511169434 0.010551011189818382
Correct 0 0 0.5555283427238464 0.1495075225830078 0.2874234616756439 0.007540605030953884
Correct 0 0 0.44046345353126526 0.21470126509666443 0.3308470547199249 0.013988262973725796
Correct 0 0 0.5384653210639954 0.15579792857170105 0.2973131537437439 0.00842366088181734
Correct 0 0 0.530630886554718 0.15577895939350128 0.30371829867362976 0.009871886111795902
Correct 0 0 0.5192762017250061 0.16723565757274628 0.3048750162124634 0.008613182231783867
Correct 0 0 0.508887767791748 0.17283740639686584 0.30817002058029175 0.010104838758707047
Correct 0 0 0.5102779269218445 0.1694107949733734 0.3112338185310364 0.009077456779778004
Correct 0 0 0.5558327436447144 0.16273219883441925 0.2746826410293579 0.006752347107976675
Correct 0 0 0.5075398683547974 0.15720370411872864 0.32561036944389343 0.009646054357290268
Incorrect 0 2 0.19721440970897675 0.2832786440849304 0.4931241571903229 0.026382770389318466
Correct 0 0 0.5219089984893799 0.1571742296218872 0.3128267228603363 0.008090089075267315
Correct 0 0 0.4460964500904083 0.21385972201824188 0.3284582495689392 0.011585629545152187
Correct 0 0 0.4790968894958496 0.19463512301445007 0.31530168652534485 0.01096623856574297
Correct 0 0 0.4465826153755188 0.20190343260765076 0.33866408467292786 0.012849912978708744
Correct 0 0 0.46497946977615356 0.19254973530769348 0.3330537676811218 0.009417010471224785
Correct 0 0 0.5202897787094116 0.17916882038116455 0.2897678017616272 0.01077362336218357
Correct 0 0 0.4234231114387512 0.20724131166934967 0.34633180499076843 0.02300381101667881
Incorrect 0 2 0.3210131525993347 0.23123577237129211 0.4207580089569092 0.026993073523044586
Correct 0 0 0.524720311164856 0.16733868420124054 0.29982563853263855 0.00811530090868473
Correct 0 0 0.4902145266532898 0.1713840812444687 0.3291778564453125 0.00922352448105812
Correct 0 0 0.5199193358421326 0.1615401804447174 0.30938926339149475 0.009151211939752102
Correct 0 0 0.526300847530365 0.16955983638763428 0.29449960589408875 0.009639698080718517
Correct 0 0 0.5284000039100647 0.16673427820205688 0.29702362418174744 0.00784210953861475
Correct 0 0 0.4861316978931427 0.17866258323192596 0.3219708502292633 0.013234848156571388
Correct 0 0 0.44877147674560547 0.20479093492031097 0.33365756273269653 0.01278007309883833
Correct 0 0 0.5465924739837646 0.1532440036535263 0.29385706782341003 0.006306471303105354
Correct 0 0 0.5029019713401794 0.18591076135635376 0.3027239441871643 0.008463294245302677
Correct 0 0 0.533223032951355 0.15939755737781525 0.2973197102546692 0.010059701278805733
Correct 0 0 0.5052796602249146 0.16435296833515167 0.3210243284702301 0.009343074634671211
Correct 0 0 0.5384806394577026 0.16063380241394043 0.29266461730003357 0.00822088960558176
Incorrect 0 2 0.20529060065746307 0.30795714259147644 0.4474179446697235 0.03933427482843399
Correct 0 0 0.42880886793136597 0.1957351118326187 0.36391332745552063 0.01154262013733387
Correct 0 0 0.5388798117637634 0.1537541300058365 0.29866939783096313 0.008696733973920345
Correct 0 0 0.5591488480567932 0.15283964574337006 0.2803180515766144 0.007693510968238115
Incorrect 0 2 0.1506088674068451 0.31955885887145996 0.4590473175048828 0.07078497111797333
Correct 0 0 0.40832966566085815 0.22590109705924988 0.34717264771461487 0.018596578389406204
Incorrect 0 2 0.34169596433639526 0.2679326832294464 0.37113049626350403 0.019240863621234894
Correct 0 0 0.5085516571998596 0.1890222430229187 0.2930118143558502 0.00941429566591978
Correct 0 0 0.47931912541389465 0.16067524254322052 0.3497473895549774 0.010258213616907597
Correct 0 0 0.47628068923950195 0.18332067131996155 0.3277864158153534 0.012612177059054375
Correct 0 0 0.5176724195480347 0.1700029969215393 0.30293092131614685 0.009393684566020966
Correct 0 0 0.5644683241844177 0.15354864299297333 0.2738649249076843 0.008118093945086002
Correct 0 0 0.4471108019351959 0.18563775718212128 0.355670303106308 0.01158120110630989
Correct 0 0 0.48383256793022156 0.19441412389278412 0.3113625943660736 0.01039067842066288
Correct 0 0 0.4902033507823944 0.19483545422554016 0.30177241563796997 0.013188800774514675
Correct 0 0 0.4852345585823059 0.18347805738449097 0.3205373287200928 0.01075002457946539
Correct 0 0 0.5601174235343933 0.14945021271705627 0.2832440137863159 0.007188375107944012
Correct 0 0 0.5449713468551636 0.1584387719631195 0.2882089614868164 0.008380903862416744
Correct 0 0 0.4684159457683563 0.18385441601276398 0.3377203643321991 0.01000925898551941
Correct 0 0 0.42593133449554443 0.228712260723114 0.330738365650177 0.014618055894970894
Correct 0 0 0.3751639723777771 0.23563501238822937 0.3679710030555725 0.02123004011809826
Incorrect 0 2 0.09629195928573608 0.41388413310050964 0.44239988923072815 0.04742405191063881
Correct 0 0 0.49131742119789124 0.18488620221614838 0.3149952292442322 0.008801127783954144
Incorrect 0 2 0.33092617988586426 0.2538573145866394 0.392918199300766 0.02229829877614975
Correct 0 0 0.5547336339950562 0.1538493037223816 0.28407225012779236 0.007344864774495363
Correct 0 0 0.5484020113945007 0.14096690714359283 0.3025532066822052 0.008077879436314106
Correct 0 0 0.5109187364578247 0.16327732801437378 0.31539076566696167 0.010413134470582008
Incorrect 0 2 0.2748022973537445 0.28632715344429016 0.4056232273578644 0.03324735164642334
Incorrect 0 2 0.16729435324668884 0.31145724654197693 0.4726296365261078 0.04861876741051674
Correct 0 0 0.5094387531280518 0.1775628924369812 0.30622661113739014 0.006771732121706009
Correct 0 0 0.39486780762672424 0.2124706208705902 0.3755253553390503 0.017136121168732643
Correct 0 0 0.54742032289505 0.1694442182779312 0.27484631538391113 0.008289098739624023
Correct 0 0 0.5108659267425537 0.1742878258228302 0.3047482371330261 0.010097965598106384
Incorrect 0 2 0.016686826944351196 0.40568405389785767 0.41267043352127075 0.16495874524116516
Correct 0 0 0.4816854000091553 0.1697002649307251 0.33949944376945496 0.00911483634263277
Correct 0 0 0.5048739910125732 0.1750323325395584 0.3107047379016876 0.009388953447341919
Incorrect 0 2 0.17331872880458832 0.3350954055786133 0.34255075454711914 0.14903511106967926
Correct 0 0 0.5485364198684692 0.15472234785556793 0.28916501998901367 0.007576185744255781
Correct 0 0 0.38561496138572693 0.2380305677652359 0.3538682460784912 0.02248620055615902
Correct 0 0 0.5005728602409363 0.17386887967586517 0.3171577453613281 0.008400516584515572
Correct 0 0 0.5088651180267334 0.16061857342720032 0.32263249158859253 0.007883802056312561
Correct 0 0 0.5034632086753845 0.18196557462215424 0.30496299266815186 0.009608199819922447
Correct 0 0 0.5224894881248474 0.16939598321914673 0.29946663975715637 0.008647912181913853
Correct 0 0 0.4335218667984009 0.2218376249074936 0.33290088176727295 0.01173962838947773
Correct 0 0 0.40620705485343933 0.22893522679805756 0.3430546224117279 0.021803079172968864
Correct 0 0 0.5034058094024658 0.1911451518535614 0.2957678735256195 0.009681140072643757
Correct 0 0 0.4647078216075897 0.19212065637111664 0.32945239543914795 0.013719163835048676
Correct 0 0 0.4732101559638977 0.19302597641944885 0.31685975193977356 0.016904151067137718
Correct 0 0 0.5005093812942505 0.18568284809589386 0.30364182591438293 0.010165972635149956
Correct 0 0 0.46050000190734863 0.195271298289299 0.330920547246933 0.013308144174516201
Incorrect 0 2 0.23579353094100952 0.3207056522369385 0.4190373122692108 0.024463554844260216
Correct 0 0 0.5343620777130127 0.14282771944999695 0.3154168128967285 0.007393378298729658
Correct 0 0 0.5051217079162598 0.1730719357728958 0.3124909996986389 0.009315392933785915
Correct 0 0 0.4947776794433594 0.1677674502134323 0.32708457112312317 0.010370247066020966
Correct 0 0 0.5038948059082031 0.1672198623418808 0.31941425800323486 0.009471049532294273
Correct 0 0 0.49027734994888306 0.16866251826286316 0.33250993490219116 0.008550187572836876
Correct 0 0 0.4547293484210968 0.20444945991039276 0.3290287256240845 0.011792413890361786
Correct 0 0 0.44762179255485535 0.20759950578212738 0.33419159054756165 0.010587078519165516
Correct 0 0 0.46495532989501953 0.18265701830387115 0.34247270226478577 0.009914916008710861
Incorrect 0 1 0.053647566586732864 0.44947972893714905 0.382037878036499 0.11483487486839294
Correct 0 0 0.41942906379699707 0.21739153563976288 0.34784233570098877 0.015337039716541767
Correct 0 0 0.4941970705986023 0.17133967578411102 0.32518142461776733 0.009281734004616737
Correct 0 0 0.5415154099464417 0.15608850121498108 0.2952410578727722 0.007154983468353748
Correct 0 0 0.3946780562400818 0.23064175248146057 0.35115453600883484 0.023525668308138847
Correct 0 0 0.5075861811637878 0.1604466736316681 0.3240732252597809 0.007893911562860012
Correct 0 0 0.5041159391403198 0.16492295265197754 0.32218557596206665 0.008775589056313038
Correct 0 0 0.4834522306919098 0.1843639761209488 0.321580171585083 0.010603580623865128
Correct 0 0 0.5603710412979126 0.152327761054039 0.28043198585510254 0.006869169417768717
Correct 0 0 0.5517433881759644 0.15129607915878296 0.2894856631755829 0.0074748750776052475
Correct 0 0 0.37955325841903687 0.23161524534225464 0.37023210525512695 0.01859939470887184
Correct 0 0 0.5500005483627319 0.1470249742269516 0.29596859216690063 0.0070058987475931644
Correct 0 0 0.5620311498641968 0.1447414606809616 0.28612402081489563 0.007103356998413801
Correct 0 0 0.47271519899368286 0.16506199538707733 0.35171109437942505 0.010511715896427631
Correct 0 0 0.4762973487377167 0.195268452167511 0.3109497129917145 0.017484474927186966
Correct 0 0 0.5015522241592407 0.16902999579906464 0.3203486204147339 0.009069200605154037
Correct 0 0 0.4372093081474304 0.2163996547460556 0.3300105035305023 0.016380513086915016
Correct 0 0 0.5396853089332581 0.15918444097042084 0.2919653654098511 0.009164911694824696
Correct 0 0 0.3699286878108978 0.2602371573448181 0.34460270404815674 0.02523142099380493
Correct 0 0 0.5057527422904968 0.18481093645095825 0.29884442687034607 0.010591870173811913
Correct 0 0 0.5346886515617371 0.18189172446727753 0.2756274938583374 0.007792158983647823
Correct 0 0 0.426676869392395 0.20189806818962097 0.3558521270751953 0.015572912059724331
Incorrect 0 2 0.21454204618930817 0.3231518864631653 0.41506966948509216 0.04723640903830528
Correct 0 0 0.514929473400116 0.1636987179517746 0.3128233850002289 0.008548486977815628
Correct 0 0 0.5837367177009583 0.1415349394083023 0.2680205702781677 0.006707808002829552
Correct 0 0 0.5274226665496826 0.16175402700901031 0.3006006181240082 0.010222742334008217
Correct 0 0 0.44398611783981323 0.21137261390686035 0.33120059967041016 0.013440696522593498
Correct 0 0 0.49698707461357117 0.1756529062986374 0.31781086325645447 0.009549187496304512
Correct 0 0 0.5361109972000122 0.14731651544570923 0.30985748767852783 0.006715039722621441
Incorrect 0 2 0.2637822926044464 0.288989782333374 0.41260582208633423 0.03462209179997444
Incorrect 0 2 0.31135237216949463 0.2822471857070923 0.3680458068847656 0.03835466876626015
Incorrect 1 2 0.11413437128067017 0.3669980466365814 0.48652830719947815 0.03233931586146355
Incorrect 2 1 0.06146375089883804 0.41164690256118774 0.3809160590171814 0.1459732949733734
Correct 3 3 0.0028121715877205133 0.10944154113531113 0.050167765468358994 0.837578535079956
