# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.44838571548461914 0.22041933238506317 0.27566075325012207 0.05553422495722771
Correct 0 0 0.42897114157676697 0.24223341047763824 0.273093581199646 0.05570192262530327
Correct 0 0 0.4797060489654541 0.21497471630573273 0.2543351352214813 0.05098416656255722
Correct 0 0 0.4162138104438782 0.24985134601593018 0.26813700795173645 0.06579788774251938
Correct 0 0 0.46462318301200867 0.21716466546058655 0.26280462741851807 0.05540751293301582
Correct 0 0 0.46763452887535095 0.21064811944961548 0.2639135718345642 0.05780383571982384
Correct 0 0 0.45543283224105835 0.22473862767219543 0.2665766179561615 0.05325193703174591
Correct 0 0 0.46019795536994934 0.2253105789422989 0.2563471794128418 0.05814433842897415
Correct 0 0 0.45439043641090393 0.2203102558851242 0.2720932066440582 0.05320616438984871
Correct 0 0 0.4763352572917938 0.22422467172145844 0.2525629699230194 0.04687710478901863
Correct 0 0 0.4442645311355591 0.21621017158031464 0.2818416953086853 0.05768369510769844
Incorrect 0 2 0.26875951886177063 0.3054744303226471 0.3273231089115143 0.09844289720058441
Correct 0 0 0.4579348564147949 0.22413308918476105 0.2658418118953705 0.05209030583500862
Correct 0 0 0.406827449798584 0.2587413489818573 0.27322396636009216 0.06120714545249939
Correct 0 0 0.44034719467163086 0.23730520904064178 0.265270471572876 0.0570770762860775
Correct 0 0 0.41527259349823 0.248554989695549 0.2677871286869049 0.06838524341583252
Correct 0 0 0.43753862380981445 0.2285415083169937 0.27884238958358765 0.05507742986083031
Correct 0 0 0.4506746232509613 0.2278386801481247 0.2629238963127136 0.05856276676058769
Correct 0 0 0.401196151971817 0.24525244534015656 0.2689801752567291 0.08457120507955551
Correct 0 0 0.3520869314670563 0.24342668056488037 0.30680960416793823 0.09767679125070572
Correct 0 0 0.4621935188770294 0.2201145738363266 0.26559045910835266 0.05210139602422714
Correct 0 0 0.43536376953125 0.23353524506092072 0.27646157145500183 0.05463942140340805
