# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.4532913565635681 0.17708906531333923 0.3542689085006714 0.015350612811744213
Correct 0 0 0.4441821277141571 0.2010553926229477 0.34009671211242676 0.01466575637459755
Correct 0 0 0.5265341401100159 0.16125215590000153 0.30143800377845764 0.010775630362331867
Correct 0 0 0.4190486967563629 0.2259112149477005 0.3354853689670563 0.019554654136300087
Correct 0 0 0.5131268501281738 0.1660020351409912 0.30917710065841675 0.011694002896547318
Correct 0 0 0.49987486004829407 0.1704527735710144 0.31559130549430847 0.014081094413995743
Correct 0 0 0.4965566098690033 0.1757718175649643 0.3158339560031891 0.011837541125714779
Correct 0 0 0.48365461826324463 0.18801523745059967 0.3139578402042389 0.014372317120432854
Correct 0 0 0.490911602973938 0.17558686435222626 0.32116711139678955 0.012334438040852547
Correct 0 0 0.5241377353668213 0.17653262615203857 0.2894415259361267 0.009888116270303726
Correct 0 0 0.47656014561653137 0.16910909116268158 0.34094879031181335 0.013382017612457275
Incorrect 0 2 0.1972191482782364 0.2847417891025543 0.48281368613243103 0.03522539138793945
Correct 0 0 0.4991239309310913 0.16666927933692932 0.32286205887794495 0.011344731785356998
Correct 0 0 0.4234845042228699 0.22679093480110168 0.33341294527053833 0.01631159894168377
Correct 0 0 0.4609006345272064 0.20309190452098846 0.32094359397888184 0.015063893049955368
Correct 0 0 0.42852047085762024 0.20997922122478485 0.34372052550315857 0.017779743298888206
Correct 0 0 0.43756186962127686 0.20162886381149292 0.3474934995174408 0.01331575121730566
Correct 0 0 0.4976867735385895 0.1883595883846283 0.2993360459804535 0.014617563225328922
Correct 0 0 0.4034990072250366 0.21475918591022491 0.3505587875843048 0.03118307888507843
Incorrect 0 2 0.2961510419845581 0.23659765720367432 0.4298417568206787 0.03740958496928215
Correct 0 0 0.4992111921310425 0.17751823365688324 0.312142938375473 0.011127625592052937
Correct 0 0 0.4653916358947754 0.18383844196796417 0.3379935920238495 0.012776385992765427
Correct 0 0 0.4928475320339203 0.17252115905284882 0.32212433218955994 0.012506986036896706
Correct 0 0 0.49959078431129456 0.17948579788208008 0.3075876533985138 0.01333574764430523
Correct 0 0 0.5020790100097656 0.17831766605377197 0.3085700273513794 0.01103326678276062
Correct 0 0 0.45741042494773865 0.1945728063583374 0.3296184837818146 0.01839829422533512
Correct 0 0 0.4335588812828064 0.2112654745578766 0.33769726753234863 0.01747834123671055
Correct 0 0 0.5146894454956055 0.1663549691438675 0.3098042607307434 0.009151281788945198
Correct 0 0 0.4779529571533203 0.1955612748861313 0.31466278433799744 0.011822998523712158
Correct 0 0 0.5066344141960144 0.17059247195720673 0.3087575435638428 0.014015630818903446
Correct 0 0 0.4841466248035431 0.1723737120628357 0.33075401186943054 0.01272560190409422
Correct 0 0 0.5139184594154358 0.1677597463130951 0.3069183826446533 0.011403416283428669
Incorrect 0 2 0.19132710993289948 0.3013342022895813 0.4537849724292755 0.053553786128759384
Correct 0 0 0.40377187728881836 0.20589041709899902 0.37469348311424255 0.015644211322069168
Correct 0 0 0.5109057426452637 0.16420024633407593 0.3128303587436676 0.012063675560057163
Correct 0 0 0.5345500707626343 0.1633625030517578 0.2912033796310425 0.01088401023298502
Incorrect 0 2 0.13985808193683624 0.3039657771587372 0.46298548579216003 0.09319069236516953
Correct 0 0 0.3862171173095703 0.23023223876953125 0.35731247067451477 0.026238219812512398
Incorrect 0 2 0.3359157145023346 0.26962772011756897 0.36903631687164307 0.02542024292051792
Correct 0 0 0.48493561148643494 0.1995372623205185 0.3024062514305115 0.013120954856276512
Correct 0 0 0.45205894112586975 0.17558470368385315 0.3580002784729004 0.01435606088489294
Correct 0 0 0.4472452402114868 0.19138899445533752 0.34339624643325806 0.017969563603401184
Correct 0 0 0.49502578377723694 0.17741741240024567 0.31441691517829895 0.01313985139131546
Correct 0 0 0.5334838032722473 0.16444507241249084 0.2904787063598633 0.011592392809689045
Correct 0 0 0.4275681674480438 0.19495734572410583 0.3615249991416931 0.015949491411447525
Correct 0 0 0.46289268136024475 0.20659878849983215 0.3158056437969208 0.014702844433486462
Correct 0 0 0.4674961566925049 0.20051993429660797 0.31375348567962646 0.018230440095067024
Correct 0 0 0.4631108343601227 0.19222621619701385 0.33003348112106323 0.014629540033638477
Correct 0 0 0.5291916728019714 0.16094344854354858 0.2996501326560974 0.010214762762188911
Correct 0 0 0.5152813196182251 0.1706286370754242 0.30236995220184326 0.011720066890120506
Correct 0 0 0.4425370693206787 0.19537855684757233 0.3483376204967499 0.013746777549386024
Correct 0 0 0.4095677137374878 0.23453998565673828 0.33541175723075867 0.02048051543533802
Incorrect 0 2 0.35075700283050537 0.2504952847957611 0.37042099237442017 0.028326693922281265
