# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.44577664136886597 0.1639137715101242 0.384377658367157 0.0059319352731108665
Correct 0 0 0.4364338517189026 0.19067001342773438 0.36724039912223816 0.0056556942872703075
Correct 0 0 0.5563801527023315 0.13556084036827087 0.30436208844184875 0.0036969268694519997
Correct 0 0 0.4032208025455475 0.22844520211219788 0.36047354340553284 0.007860450074076653
Correct 0 0 0.5121521949768066 0.1548939049243927 0.32881900668144226 0.004134851042181253
Correct 0 0 0.5285770297050476 0.14534303545951843 0.32153621315956116 0.004543749615550041
Correct 0 0 0.5001761317253113 0.16450677812099457 0.3311607241630554 0.004156376700848341
Correct 0 0 0.5038636922836304 0.17006346583366394 0.32147517800331116 0.004597680177539587
Correct 0 0 0.45742854475975037 0.17805810272693634 0.35953575372695923 0.004977609030902386
Correct 0 0 0.562920331954956 0.14927278459072113 0.28467056155204773 0.0031363279558718204
Correct 0 0 0.5052483677864075 0.14542405307292938 0.3448406755924225 0.004486926831305027
Incorrect 0 2 0.1455984264612198 0.30664294958114624 0.5334407687187195 0.014317885041236877
Correct 0 0 0.4898345172405243 0.1573789119720459 0.34872522950172424 0.004061337094753981
Correct 0 0 0.42257142066955566 0.21944163739681244 0.3518234193325043 0.006163541693240404
Correct 0 0 0.42739632725715637 0.21156592667102814 0.35465338826179504 0.00638433126732707
Correct 0 0 0.41127273440361023 0.2085365653038025 0.3735519051551819 0.006638829130679369
Correct 0 0 0.43734946846961975 0.19199447333812714 0.3655010461807251 0.005154931917786598
Correct 0 0 0.493144690990448 0.18534038960933685 0.3157535493373871 0.0057614329271018505
Correct 0 0 0.38839250802993774 0.2122444063425064 0.38614124059677124 0.013221814297139645
Incorrect 0 2 0.30742108821868896 0.21877162158489227 0.45850974321365356 0.015297644771635532
Correct 0 0 0.5071082711219788 0.16551558673381805 0.32353344559669495 0.0038427545223385096
Correct 0 0 0.4690006673336029 0.16608186066150665 0.3603200316429138 0.004597440827637911
Correct 0 0 0.5072132349014282 0.15527023375034332 0.33315032720565796 0.004366233479231596
Correct 0 0 0.5113160610198975 0.16693997383117676 0.3166795074939728 0.0050644357688724995
Correct 0 0 0.49545857310295105 0.17098794877529144 0.32946664094924927 0.0040868488140404224
Correct 0 0 0.4826078712940216 0.17500169575214386 0.33642199635505676 0.005968455225229263
Correct 0 0 0.4103894531726837 0.21657966077327728 0.366371214389801 0.00665968656539917
Correct 0 0 0.5496956706047058 0.14034321904182434 0.30710771679878235 0.002853399608284235
Correct 0 0 0.4962286353111267 0.18137477338314056 0.31828048825263977 0.004116148222237825
Correct 0 0 0.5114237070083618 0.15610414743423462 0.32760101556777954 0.004871169570833445
Correct 0 0 0.465294748544693 0.1656419038772583 0.364055335521698 0.005008048377931118
Correct 0 0 0.5015732049942017 0.16718265414237976 0.32697007060050964 0.004274007398635149
Incorrect 0 2 0.19148750603199005 0.31021761894226074 0.4726414680480957 0.025653447955846786
Correct 0 0 0.41951632499694824 0.19146683812141418 0.38371044397354126 0.005306408274918795
Correct 0 0 0.5234458446502686 0.14970584213733673 0.32257139682769775 0.004276909865438938
Correct 0 0 0.5471615195274353 0.14705081284046173 0.30199939012527466 0.0037882914766669273
Incorrect 0 2 0.13794869184494019 0.31165987253189087 0.5039083957672119 0.046483106911182404
Correct 0 0 0.382295697927475 0.22562870383262634 0.38134002685546875 0.010735608637332916
Incorrect 0 2 0.27625560760498047 0.29580092430114746 0.41682854294776917 0.011114931665360928
Correct 0 0 0.4872719645500183 0.18914440274238586 0.3188647925853729 0.004718873184174299
Correct 0 0 0.4836520254611969 0.1509646773338318 0.3609500527381897 0.004433164373040199
Correct 0 0 0.45530733466148376 0.18336611986160278 0.3542318344116211 0.007094660773873329
Correct 0 0 0.475410521030426 0.17387919127941132 0.3456004858016968 0.005109764635562897
Correct 0 0 0.5788698792457581 0.13967135548591614 0.27772101759910583 0.0037377248518168926
Correct 0 0 0.41810205578804016 0.18672072887420654 0.3885684609413147 0.006608725991100073
Correct 0 0 0.4429820775985718 0.2069063037633896 0.3443322479724884 0.005779452156275511
Correct 0 0 0.4499555230140686 0.20204228162765503 0.34026259183883667 0.007739593740552664
Correct 0 0 0.4583434462547302 0.18174220621585846 0.3542647659778595 0.005649634171277285
Correct 0 0 0.5637713074684143 0.14159062504768372 0.2912856340408325 0.0033525177277624607
Correct 0 0 0.5571712255477905 0.14752599596977234 0.29165324568748474 0.0036495430395007133
Correct 0 0 0.4473385214805603 0.18113216757774353 0.3667871952056885 0.004742163233458996
Correct 0 0 0.3907417058944702 0.24561181664466858 0.35559800267219543 0.00804850086569786
Incorrect 0 2 0.3724893629550934 0.2406674176454544 0.376721054315567 0.010122169740498066
Incorrect 0 1 0.06573063880205154 0.4581395387649536 0.4512045085430145 0.024925248697400093
Correct 0 0 0.4499504566192627 0.1922421157360077 0.3531245291233063 0.00468292273581028
Incorrect 0 2 0.30802059173583984 0.25163570046424866 0.42691272497177124 0.013430987484753132
Correct 0 0 0.5483548641204834 0.14746741950511932 0.3007965087890625 0.0033812106121331453
Correct 0 0 0.5350909233093262 0.134660005569458 0.3262452483177185 0.004003752954304218
Correct 0 0 0.5038772821426392 0.1540677398443222 0.33682680130004883 0.0052282135002315044
Incorrect 0 2 0.27444759011268616 0.30186522006988525 0.40942496061325073 0.0142621835693717
Incorrect 0 2 0.13646188378334045 0.3074702024459839 0.5209677815437317 0.03510009124875069
Correct 0 0 0.5062256455421448 0.16973386704921722 0.3209064304828644 0.003134141443297267
Incorrect 0 2 0.39942410588264465 0.1886059194803238 0.40370848774909973 0.008261448703706264
Correct 0 0 0.5190761685371399 0.17480964958667755 0.3017863929271698 0.004327776376157999
Correct 0 0 0.4969300627708435 0.17163944244384766 0.3264787495136261 0.004951756913214922
Incorrect 0 1 0.008280848152935505 0.48836883902549744 0.38241663575172424 0.12093372642993927
Correct 0 0 0.45327919721603394 0.16566425561904907 0.37662380933761597 0.004432653076946735
Correct 0 0 0.46852120757102966 0.18077462911605835 0.3455979526042938 0.005106236319988966
Incorrect 0 1 0.13551664352416992 0.39164185523986816 0.3423519432544708 0.1304895579814911
